type,latitude,longitude,altitude (m),course,distance (km),distance_interval (m),name,desc
T,51.48118,5.40475,18.9,31.9,8.567,5.25,,
T,51.48122,5.40478,18.7,25,8.572,4.91,,
T,51.48131,5.40486,18.7,29,8.583,11.45,,
T,51.48139,5.40493,19,28.6,8.593,10.14,,
T,51.48147,5.40501,18.9,31.9,8.604,10.49,,
T,51.48157,5.40511,18.7,31.9,8.617,13.12,,
T,51.48165,5.40519,18.9,31.9,8.627,10.49,,
T,51.48179,5.40536,18.8,37.1,8.647,19.55,,
T,51.4819,5.40549,19.4,36.4,8.662,15.21,,
T,51.48201,5.40564,19.2,40.3,8.678,16.07,,
T,51.48207,5.40572,19,39.7,8.687,8.69,,
T,51.4821,5.40576,19.1,39.7,8.691,4.34,,
T,51.4822,5.40591,19.8,43,8.706,15.24,,
T,51.48226,5.406,19.9,43,8.715,9.15,,
T,51.48233,5.40612,20,46.9,8.727,11.41,,
T,51.4824,5.40624,19.8,46.9,8.738,11.41,,
T,51.48246,5.40635,20.4,48.8,8.748,10.15,,
T,51.48257,5.40655,20.9,48.5,8.767,18.51,,
T,51.48267,5.40675,21,51.2,8.785,17.8,,
T,51.48276,5.40693,21.8,51.2,8.801,16.02,,
T,51.48289,5.40723,21.8,55.2,8.826,25.37,,
T,51.48289,5.40725,21.7,90,8.828,1.39,,
T,51.48294,5.40737,21.7,56.2,8.838,10.02,,
T,51.48302,5.40759,22.4,59.7,8.855,17.69,,
T,51.48307,5.40775,22.9,63.4,8.868,12.43,,
T,51.48312,5.40791,22.3,63.4,8.88,12.43,,
T,51.48317,5.40805,22,60.2,8.891,11.2,,
T,51.48325,5.40834,22.8,66.1,8.913,22.02,,
T,51.48331,5.40857,23.5,67.3,8.931,17.32,,
T,51.4834,5.40899,23.6,71,8.962,30.85,,
T,51.48343,5.40914,23.4,72.2,8.972,10.94,,
T,51.48363,5.41014,25,72.2,9.045,72.94,,
T,51.48379,5.41102,24.2,73.7,9.109,63.67,,
T,51.48388,5.41143,25.8,70.6,9.139,30.19,,
T,51.48401,5.41212,22.2,73.2,9.189,50.07,,
T,51.48409,5.41254,18.9,73,9.22,30.5,,
T,51.48417,5.41297,22.4,73.4,9.251,31.17,,
T,51.48433,5.41368,25.3,70.1,9.303,52.43,,
T,51.48439,5.41395,24.9,70.4,9.323,19.91,,
T,51.48439,5.41397,24.8,90,9.325,1.39,,
T,51.48448,5.41437,25.6,70.1,9.354,29.53,,
T,51.48457,5.41474,24.9,68.7,9.382,27.58,,
T,51.48471,5.4153,24.7,68.1,9.424,41.9,,
T,51.48473,5.41535,25,57.3,9.428,4.12,,
T,51.48477,5.41552,24.9,69.3,9.44,12.62,,
T,51.48483,5.41573,23.8,65.4,9.457,16.04,,
T,51.48496,5.41621,23.3,66.5,9.493,36.34,,
T,51.48506,5.41654,23.5,64.1,9.518,25.48,,
T,51.48511,5.41673,22.7,67.1,9.533,14.32,,
T,51.48524,5.41714,22.4,63,9.565,31.94,,
T,51.48524,5.41715,22.4,90,9.565,0.69,,
T,51.48525,5.41719,22.5,68.1,9.568,2.99,,
T,51.48542,5.41773,22.2,63.2,9.61,42.01,,
T,51.48551,5.418,21.6,61.8,9.632,21.26,,
T,51.48569,5.41854,21.9,61.8,9.674,42.52,,
T,51.4858,5.41887,20.7,61.8,9.7,25.98,,
T,51.48585,5.41902,21.2,61.8,9.712,11.81,,
T,51.48589,5.41912,21.6,57.3,9.72,8.25,,
T,51.48593,5.41923,21.7,59.7,9.729,8.84,,
T,51.48596,5.41933,21.2,64.3,9.737,7.71,,
T,51.48602,5.41947,20.6,55.5,9.748,11.8,,
T,51.48605,5.41957,20.6,64.3,9.756,7.71,,
T,51.48607,5.41962,20.7,57.3,9.76,4.12,,
T,51.48614,5.41982,21.4,60.7,9.776,15.93,,
T,51.48614,5.41982,21.4,60.7,9.776,0,,
T,51.48617,5.41999,21.4,74.2,9.789,12.27,,
T,51.48622,5.42015,21,63.4,9.801,12.43,,
T,51.48626,5.42026,20.6,59.7,9.81,8.84,,
T,51.4863,5.42042,20.4,68.1,9.822,11.97,,
T,51.48642,5.42078,21.1,61.8,9.85,28.35,,
T,51.48644,5.42086,20.9,68.1,9.856,5.99,,
T,51.48659,5.42138,20.2,65.1,9.896,39.79,,
T,51.4866,5.42139,20.3,31.9,9.897,1.31,,
T,51.48662,5.42147,20.4,68.1,9.903,5.99,,
T,51.48668,5.42168,21,65.4,9.919,16.04,,
T,51.48674,5.42188,20.9,64.3,9.935,15.41,,
T,51.48687,5.42233,20.4,65.1,9.969,34.44,,
T,51.48687,5.42235,20.3,90,9.97,1.39,,
T,51.4869,5.42245,20.5,64.3,9.978,7.71,,
T,51.48695,5.42262,21.4,64.7,9.991,13.05,,
T,51.48712,5.42324,20.7,66.2,10.038,47.04,,
T,51.48715,5.42334,21,64.3,10.046,7.71,,
T,51.48719,5.42349,21.5,66.8,10.057,11.33,,
T,51.48719,5.42351,21.5,90,10.059,1.39,,
T,51.4873,5.42394,21.9,67.7,10.091,32.28,,
T,51.48737,5.42422,20.5,68.1,10.112,20.95,,
T,51.48741,5.42436,21.1,65.4,10.123,10.69,,
T,51.48746,5.42457,22.2,69.1,10.138,15.61,,
T,51.48756,5.42495,23,67.1,10.167,28.64,,
T,51.48761,5.42516,22.4,69.1,10.182,15.61,,
T,51.48762,5.42522,22.4,75,10.187,4.31,,
T,51.48764,5.42529,22.5,65.4,10.192,5.35,,
T,51.4877,5.42556,22.9,70.4,10.212,19.91,,
T,51.48772,5.42564,22.8,68.1,10.218,5.99,,
T,51.48773,5.42565,22.9,31.9,10.219,1.31,,
T,51.48777,5.42583,22.9,70.4,10.233,13.27,,
T,51.48778,5.42589,22.8,75,10.237,4.31,,
T,51.48791,5.42645,21.4,69.6,10.278,41.5,,
T,51.48791,5.42647,21.3,90,10.28,1.39,,
T,51.48799,5.4268,21.9,68.7,10.304,24.59,,
T,51.48806,5.42711,22.9,70.1,10.327,22.9,,
T,51.48811,5.4273,22.3,67.1,10.342,14.32,,
T,51.48817,5.42753,21.7,67.3,10.359,17.31,,
T,51.48826,5.42778,19.3,60,10.379,20.04,,
T,51.48835,5.42802,18.1,58.9,10.398,19.45,,
T,51.48847,5.42831,17,56.4,10.423,24.17,,
T,51.48856,5.4285,19.4,52.7,10.439,16.57,,
T,51.48866,5.42866,21.6,44.9,10.455,15.73,,
T,51.4887,5.42872,21.5,43,10.461,6.1,,
T,51.48874,5.42879,21.6,47.5,10.468,6.59,,
T,51.48884,5.42894,22.5,43,10.483,15.24,,
T,51.48893,5.42905,22.9,37.3,10.495,12.6,,
T,51.48896,5.4291,22.9,46.1,10.5,4.82,,
T,51.48901,5.42916,23,36.8,10.507,6.95,,
T,51.48909,5.42925,22.6,35,10.518,10.88,,
T,51.48919,5.42936,23.1,34.4,10.532,13.5,,
T,51.48927,5.42943,23.4,28.6,10.542,10.14,,
T,51.48929,5.42945,23.4,31.9,10.544,2.62,,
T,51.48936,5.42951,23.2,28.1,10.553,8.83,,
T,51.48947,5.4296,23.5,27,10.567,13.74,,
T,51.48958,5.42967,23.6,21.6,10.58,13.17,,
T,51.48964,5.4297,23.7,17.3,10.587,6.99,,
T,51.4897,5.42973,23.9,17.3,10.594,6.99,,
T,51.48987,5.42982,23.5,18.2,10.614,19.92,,
T,51.49001,5.42989,23,17.3,10.63,16.32,,
T,51.49008,5.42992,22.8,14.9,10.638,8.06,,
T,51.49014,5.42994,22.8,11.7,10.645,6.82,,
T,51.49027,5.42997,22.8,8.2,10.66,14.61,,
T,51.49029,5.42998,22.9,17.3,10.662,2.33,,
T,51.49033,5.42999,22.9,8.8,10.667,4.5,,
T,51.4904,5.43,23,5.1,10.674,7.82,,
T,51.4906,5.43004,22.7,7.1,10.697,22.42,,
T,51.49075,5.43005,23.2,2.4,10.714,16.7,,
T,51.49083,5.43005,23.4,0,10.722,8.9,,
T,51.49095,5.43006,23.5,3,10.736,13.37,,
T,51.49114,5.43005,23.9,358.1,10.757,21.15,,
T,51.49115,5.43005,24,0,10.758,1.11,,
T,51.4913,5.43004,24.5,357.6,10.775,16.7,,
T,51.49132,5.43004,24.6,0,10.777,2.23,,
T,51.4915,5.43002,25.7,356,10.797,20.07,,
T,51.49163,5.43,26.7,354.5,10.812,14.53,,
T,51.49174,5.42998,26.7,353.5,10.824,12.32,,
T,51.49193,5.42993,26,350.7,10.845,21.42,,
T,51.49203,5.42991,25.7,352.9,10.857,11.21,,
T,51.49218,5.42987,25.5,350.6,10.873,16.92,,
T,51.49222,5.42985,25.5,342.7,10.878,4.66,,
T,51.49232,5.42982,25.2,349.4,10.889,11.32,,
T,51.49238,5.42981,25.2,354.1,10.896,6.71,,
T,51.49245,5.42978,25.3,345.1,10.904,8.06,,
T,51.49249,5.42976,25.6,342.7,10.909,4.66,,
T,51.4926,5.42972,25.6,347.2,10.921,12.55,,
T,51.49268,5.42969,24.8,346.9,10.931,9.14,,
T,51.49279,5.42964,23.8,344.2,10.943,12.72,,
T,51.49283,5.42962,22.6,342.7,10.948,4.66,,
T,51.49293,5.42957,19.9,342.7,10.96,11.66,,
T,51.49316,5.42946,17,343.4,10.986,26.71,,
T,51.49331,5.42939,17,343.8,11.004,17.38,,
T,51.4934,5.42933,16.9,337.5,11.015,10.85,,
T,51.49349,5.42927,16.8,337.5,11.025,10.85,,
T,51.49357,5.42922,16.8,338.7,11.035,9.55,,
T,51.49365,5.42917,17.7,338.7,11.045,9.55,,
T,51.49382,5.42905,20.8,336.3,11.065,20.67,,
T,51.49395,5.42896,21.8,336.7,11.081,15.76,,
T,51.49404,5.42889,22,334.2,11.092,11.13,,
T,51.49415,5.42881,21.4,335.6,11.106,13.44,,
T,51.49418,5.42878,21.2,328.1,11.109,3.93,,
T,51.49425,5.42873,20.8,336,11.118,8.53,,
T,51.49442,5.42858,21.6,331.2,11.14,21.59,,
T,51.49444,5.42856,21.6,328.1,11.142,2.62,,
T,51.4946,5.42841,20.5,329.7,11.163,20.63,,
T,51.49471,5.42831,20.8,330.5,11.177,14.07,,
T,51.49474,5.42827,20.5,320.3,11.181,4.34,,
T,51.49488,5.42812,20.2,326.3,11.2,18.74,,
T,51.49497,5.42802,20.5,325.3,11.212,12.19,,
T,51.49506,5.42792,20,325.3,11.224,12.19,,
T,51.49514,5.42783,19.7,325,11.235,10.88,,
T,51.49523,5.42772,19.8,322.7,11.248,12.59,,
T,51.49532,5.42761,19.9,322.7,11.26,12.59,,
T,51.4954,5.42751,20,322.1,11.272,11.29,,
T,51.49548,5.4274,19.7,319.4,11.283,11.73,,
T,51.49557,5.4273,19.9,325.3,11.296,12.19,,
T,51.49565,5.42719,19.5,319.4,11.307,11.73,,
T,51.49582,5.42695,19,318.7,11.333,25.21,,
T,51.49587,5.42687,18.9,315.1,11.34,7.86,,
T,51.49602,5.42667,19,320.3,11.362,21.71,,
T,51.49616,5.42645,18.8,315.6,11.384,21.82,,
T,51.49643,5.42603,18.9,315.9,11.426,41.87,,
T,51.49658,5.42578,18.3,313.9,11.45,24.08,,
T,51.49673,5.42556,19,317.6,11.473,22.63,,
T,51.49673,5.42555,19,270,11.473,0.69,,
T,51.4968,5.4255,18.9,336,11.482,8.53,,
T,51.49701,5.42518,18.9,316.5,11.514,32.24,,
T,51.49725,5.42483,19.1,317.8,11.55,36.11,,
T,51.4974,5.4246,19.2,316.3,11.573,23.1,,
T,51.49761,5.4243,18.9,318.4,11.604,31.3,,
T,51.49772,5.42413,18.8,316.1,11.621,17,,
T,51.4978,5.42402,19.1,319.4,11.633,11.73,,
T,51.49789,5.4239,19.4,320.3,11.646,13.03,,
T,51.49798,5.42376,19.3,315.9,11.66,13.96,,
T,51.49805,5.42367,19.2,321.3,11.67,9.99,,
T,51.49813,5.42356,19.4,319.4,11.682,11.73,,
T,51.49821,5.42344,19.4,317,11.694,12.19,,
T,51.49832,5.4233,19,321.6,11.71,15.63,,
T,51.49869,5.4228,19.6,319.9,11.764,53.85,,
T,51.49876,5.4227,20.1,318.4,11.774,10.43,,
T,51.49901,5.42237,20.2,320.6,11.81,36.04,,
T,51.49921,5.42211,20,321,11.839,28.66,,
T,51.49928,5.42202,20,321.3,11.849,9.99,,
T,51.49938,5.42189,20.2,321,11.863,14.33,,
T,51.49947,5.42178,20.5,322.7,11.876,12.59,,
T,51.49954,5.42169,20.9,321.3,11.886,9.99,,
T,51.49955,5.42168,20.9,328.1,11.887,1.31,,
T,51.49964,5.42157,21,322.7,11.9,12.59,,
T,51.49989,5.42125,21.3,321.5,11.935,35.6,,
T,51.50006,5.42104,21.2,322.4,11.959,23.88,,
T,51.50021,5.42087,21.8,324.8,11.979,20.44,,
T,51.50024,5.42084,21.9,328.1,11.983,3.93,,
T,51.50032,5.42073,21.9,319.4,11.995,11.73,,
T,51.50041,5.42063,21.9,325.3,12.007,12.19,,
T,51.5005,5.42053,22,325.3,12.019,12.19,,
T,51.50058,5.42043,21.9,322.1,12.031,11.29,,
T,51.50076,5.42022,22.6,324,12.056,24.77,,
T,51.50084,5.42012,22.4,322.1,12.067,11.29,,
T,51.50104,5.4199,22.7,325.6,12.094,26.99,,
T,51.50112,5.4198,22.8,322.1,12.105,11.29,,
T,51.5012,5.4197,20.7,322.1,12.116,11.29,,
T,51.50155,5.41929,15.7,323.9,12.165,48.24,,
T,51.5019,5.41888,21.1,323.9,12.213,48.24,,
T,51.50217,5.41857,22.2,324.4,12.25,36.96,,
T,51.50226,5.41846,22,322.7,12.262,12.59,,
T,51.50242,5.41828,22,325,12.284,21.75,,
T,51.50247,5.41822,22,323.2,12.291,6.95,,
T,51.50251,5.41817,22,322.1,12.297,5.64,,
T,51.50256,5.41811,22,323.2,12.304,6.95,,
T,51.50271,5.4179,22,318.9,12.326,22.16,,
T,51.5028,5.4178,22,325.3,12.338,12.19,,
T,51.50328,5.41721,21.2,322.6,12.405,67.31,,
T,51.50331,5.41717,21.3,320.3,12.41,4.34,,
T,51.50349,5.41695,21.4,322.7,12.435,25.19,,
T,51.5038,5.41656,21,321.9,12.479,43.85,,
T,51.5039,5.41644,21,323.2,12.493,13.9,,
T,51.50403,5.41627,20.7,320.9,12.511,18.67,,
T,51.50419,5.41606,20.9,320.8,12.534,23.01,,
T,51.5043,5.41591,20.7,319.7,12.55,16.07,,
T,51.50447,5.41568,20.9,319.9,12.575,24.75,,
T,51.50451,5.41563,20.7,322.1,12.581,5.64,,
T,51.50471,5.41538,20.6,322.1,12.609,28.22,,
T,51.50488,5.41514,20.4,318.7,12.634,25.21,,
T,51.50497,5.41502,20.9,320.3,12.647,13.03,,
T,51.50511,5.41482,21,318.4,12.668,20.87,,
T,51.50523,5.41466,21.3,320.3,12.685,17.37,,
T,51.50537,5.41447,21.2,319.8,12.706,20.41,,
T,51.50547,5.41432,21.1,317,12.721,15.24,,
T,51.50562,5.41411,21.4,318.9,12.743,22.16,,
T,51.50621,5.41329,20.4,319.1,12.83,86.89,,
T,51.50646,5.41291,19.1,316.6,12.869,38.34,,
T,51.50664,5.41265,22.3,318,12.895,26.96,,
T,51.50686,5.41233,21.6,317.8,12.929,33.06,,
T,51.50719,5.41186,21.3,318.4,12.978,49.12,,
T,51.50757,5.41131,20.6,318,13.035,56.97,,
T,51.50758,5.4113,20.5,328.1,13.036,1.31,,
T,51.50778,5.41101,20,317.9,13.066,30.01,,
T,51.50787,5.41088,19.6,318,13.079,13.48,,
T,51.50795,5.41076,19.3,317,13.092,12.19,,
T,51.50822,5.41039,18.4,319.5,13.131,39.53,,
T,51.50881,5.40954,16.3,318.1,13.219,88.27,,
T,51.50895,5.40933,15.9,317,13.241,21.34,,
T,51.50908,5.40916,15.3,320.9,13.259,18.67,,
T,51.50928,5.40887,15,317.9,13.289,30.01,,
T,51.50975,5.40823,14.2,319.7,13.358,68.62,,
T,51.51018,5.40767,13,321,13.42,61.65,,
T,51.51043,5.40735,12.7,321.5,13.455,35.6,,
T,51.51061,5.40712,12.3,321.5,13.481,25.61,,
T,51.51079,5.4069,11.3,322.7,13.506,25.19,,
T,51.51103,5.4066,11.2,322.1,13.54,33.86,,
T,51.51132,5.40625,11,323.1,13.58,40.39,,
T,51.51159,5.40593,11.3,323.6,13.618,37.36,,
T,51.51175,5.40574,11.4,323.5,13.64,22.16,,
T,51.51192,5.40554,11,323.8,13.663,23.46,,
T,51.51201,5.40544,11.4,325.3,13.676,12.18,,
T,51.51253,5.40487,11.3,325.7,13.746,70.09,,
T,51.51287,5.4045,11.3,325.9,13.791,45.72,,
T,51.51305,5.40431,11,326.7,13.815,23.98,,
T,51.51332,5.40402,10.9,326.2,13.851,36.16,,
T,51.51361,5.40372,10.8,327.2,13.89,38.4,,
T,51.51386,5.40346,10.9,327.1,13.923,33.16,,
T,51.51567,5.40165,10.4,328.1,14.16,237.36,,
T,51.51589,5.40142,10.4,327,14.19,29.22,,
T,51.51611,5.4012,10.3,328.1,14.218,28.85,,
T,51.51625,5.40106,10.4,328.1,14.237,18.36,,
T,51.51639,5.40092,10.3,328.1,14.255,18.36,,
T,51.51689,5.40041,10.4,327.6,14.321,65.94,,
T,51.517,5.40031,10.4,330.5,14.335,14.07,,
T,51.51704,5.40027,10.3,328.1,14.34,5.25,,
T,51.51722,5.40008,10.3,326.7,14.364,23.98,,
T,51.51787,5.39943,10.3,328.1,14.45,85.24,,
T,51.51808,5.39923,10.4,329.3,14.477,27.18,,
T,51.51833,5.39898,9.7,328.1,14.51,32.78,,
T,51.51855,5.39875,9.8,327,14.539,29.22,,
T,51.51874,5.39856,9.8,328.1,14.564,24.92,,
T,51.51902,5.39828,9.8,328.1,14.6,36.72,,
T,51.51929,5.39801,9.7,328.1,14.636,35.41,,
T,51.51943,5.39787,9.6,328.1,14.654,18.36,,
T,51.51956,5.39773,9.7,326.2,14.672,17.42,,
T,51.51965,5.39764,9.7,328.1,14.683,11.8,,
T,51.51985,5.39744,9.7,328.1,14.71,26.23,,
T,51.51994,5.39736,9.8,331.1,14.721,11.45,,
T,51.52011,5.39718,9.7,326.6,14.744,22.67,,
T,51.52027,5.39703,9.6,329.7,14.764,20.62,,
T,51.52052,5.39678,9.4,328.1,14.797,32.78,,
T,51.52065,5.39664,9.3,326.2,14.815,17.42,,
T,51.5207,5.39659,9.4,328.1,14.821,6.56,,
T,51.52079,5.39651,9.4,331.1,14.833,11.45,,
T,51.52092,5.39637,9.4,326.2,14.85,17.42,,
T,51.52119,5.3961,10.3,328.1,14.885,35.41,,
T,51.52135,5.39594,10.9,328.1,14.906,20.98,,
T,51.52151,5.39579,11,329.7,14.927,20.62,,
T,51.52176,5.39553,11.3,327.1,14.96,33.16,,
T,51.52196,5.39533,12.1,328.1,14.986,26.23,,
T,51.52215,5.39514,12.4,328.1,15.011,24.92,,
T,51.5229,5.39437,13.1,327.4,15.11,99.09,,
T,51.52294,5.39432,13.3,322.1,15.116,5.64,,
T,51.52308,5.39418,14,328.1,15.134,18.36,,
T,51.52314,5.39413,14,332.6,15.142,7.52,,
T,51.52344,5.39382,14.3,327.3,15.182,39.71,,
T,51.52355,5.3937,14.2,325.8,15.197,14.8,,
T,51.52362,5.39364,14.1,331.9,15.205,8.83,,
T,51.52377,5.39348,14,326.4,15.225,20.05,,
T,51.52398,5.39326,13.8,326.9,15.253,27.91,,
T,51.52406,5.39317,13.7,325,15.264,10.87,,
T,51.52421,5.39301,13.9,326.4,15.284,20.05,,
T,51.52428,5.39294,13.8,328.1,15.293,9.18,,
T,51.5244,5.39281,13.9,326,15.31,16.11,,
T,51.52451,5.3927,13.8,328.1,15.324,14.42,,
T,51.52458,5.39262,13.8,324.6,15.334,9.56,,
T,51.52468,5.39251,14,325.6,15.347,13.49,,
T,51.52477,5.39241,14,325.3,15.359,12.18,,
T,51.52485,5.39233,14,328.1,15.37,10.49,,
T,51.52492,5.39224,14,321.3,15.38,9.98,,
T,51.52498,5.39218,14,328.1,15.388,7.87,,
T,51.52504,5.39211,13.9,324,15.396,8.26,,
T,51.52525,5.39188,14,325.7,15.424,28.3,,
T,51.52532,5.39181,13.9,328.1,15.433,9.18,,
T,51.52537,5.39175,13.9,323.3,15.44,6.95,,
T,51.52552,5.39158,14,324.8,15.461,20.44,,
T,51.52558,5.39152,13.9,328.1,15.469,7.87,,
T,51.52568,5.39141,13.6,325.6,15.482,13.49,,
T,51.52578,5.3913,13.4,325.6,15.496,13.49,,
T,51.52587,5.39121,13.6,328.1,15.507,11.8,,
T,51.52599,5.39108,13.4,326,15.523,16.11,,
T,51.5261,5.39095,13.6,323.7,15.539,15.2,,
T,51.52622,5.39081,13.6,324,15.555,16.51,,
T,51.52643,5.39059,13.6,326.9,15.583,27.91,,
T,51.52653,5.39046,13.2,321,15.597,14.32,,
T,51.52668,5.39029,13.8,324.8,15.618,20.44,,
T,51.52683,5.3901,12.9,321.8,15.639,21.27,,
T,51.52692,5.39,13,325.3,15.651,12.18,,
T,51.52701,5.38989,12.9,322.8,15.664,12.59,,
T,51.52706,5.38983,12.8,323.3,15.671,6.95,,
T,51.52717,5.38971,13,325.8,15.686,14.8,,
T,51.52736,5.38949,12.9,324.2,15.712,26.08,,
T,51.52745,5.3894,13,328.1,15.723,11.8,,
T,51.5275,5.38933,13,318.9,15.731,7.39,,
T,51.5277,5.38911,13,325.6,15.758,26.99,,
T,51.52799,5.38878,13,324.7,15.797,39.57,,
T,51.52812,5.38865,13,328.1,15.814,17.05,,
T,51.52831,5.38843,13,324.2,15.841,26.08,,
T,51.52885,5.38784,12.8,325.8,15.913,72.7,,
T,51.5289,5.38779,12.9,328.1,15.92,6.56,,
T,51.52904,5.38764,12.7,326.3,15.939,18.73,,
T,51.52914,5.38752,12.9,323.3,15.952,13.9,,
T,51.52953,5.3871,12.8,326.2,16.005,52.27,,
T,51.52964,5.387,12.9,330.5,16.019,14.07,,
T,51.52978,5.38685,12.9,326.3,16.038,18.73,,
T,51.53001,5.3866,13,325.9,16.068,30.92,,
T,51.53014,5.38647,12.9,328.1,16.085,17.05,,
T,51.53031,5.38629,12.9,326.6,16.108,22.67,,
T,51.53044,5.38616,12.9,328.1,16.125,17.05,,
T,51.53045,5.38615,12.9,328.1,16.126,1.31,,
T,51.53051,5.38609,13,328.1,16.134,7.87,,
T,51.53062,5.38597,12.8,325.8,16.149,14.8,,
T,51.53085,5.38574,12.3,328.1,16.179,30.16,,
T,51.53098,5.3856,12.4,326.2,16.197,17.42,,
T,51.53105,5.38553,12.3,328.1,16.206,9.18,,
T,51.53106,5.38553,12.2,0,16.207,1.11,,
T,51.53118,5.38541,12.4,328.1,16.223,15.74,,
T,51.53132,5.38526,12.3,326.3,16.242,18.73,,
T,51.53143,5.38516,12.4,330.5,16.256,14.07,,
T,51.53159,5.385,12.3,328.1,16.277,20.98,,
T,51.53169,5.38489,12.4,325.6,16.29,13.49,,
T,51.53177,5.38482,12.4,331.4,16.3,10.14,,
T,51.53195,5.38464,12.3,328.1,16.324,23.6,,
T,51.53215,5.38443,12.3,326.8,16.35,26.6,,
T,51.53228,5.38431,12.4,330.1,16.367,16.69,,
T,51.53234,5.38425,12.4,328.1,16.375,7.87,,
T,51.53241,5.38418,12.3,328.1,16.384,9.18,,
T,51.53275,5.38383,12.3,327.4,16.429,44.95,,
T,51.53305,5.38354,12,329,16.468,38.97,,
T,51.53312,5.38346,11.9,324.6,16.478,9.56,,
T,51.53324,5.38334,12,328.1,16.493,15.73,,
T,51.53333,5.38326,12,331.1,16.505,11.45,,
T,51.53421,5.38238,11.9,328.1,16.62,115.39,,
T,51.53454,5.38205,11.9,328.1,16.663,43.27,,
T,51.53468,5.38191,12,328.1,16.682,18.36,,
T,51.53474,5.38185,12,328.1,16.69,7.87,,
T,51.53479,5.38179,11.9,323.3,16.697,6.95,,
T,51.53495,5.38163,12,328.1,16.718,20.98,,
T,51.53514,5.38144,11.9,328.1,16.743,24.91,,
T,51.53525,5.38133,12,328.1,16.757,14.42,,
T,51.53542,5.38116,11.9,328.1,16.779,22.29,,
T,51.53559,5.381,11.9,329.7,16.801,21.93,,
T,51.5357,5.38088,11.9,325.8,16.816,14.8,,
T,51.5358,5.38078,12,328.1,16.829,13.11,,
T,51.5359,5.38068,11.9,328.1,16.842,13.11,,
T,51.53597,5.38061,11.9,328.1,16.851,9.18,,
T,51.53604,5.38054,12,328.1,16.861,9.18,,
T,51.53611,5.38047,12,328.1,16.87,9.18,,
T,51.53625,5.38033,11.9,328.1,16.888,18.36,,
T,51.53635,5.38023,12,328.1,16.901,13.11,,
T,51.53651,5.38007,11.9,328.1,16.922,20.98,,
T,51.53664,5.37994,12,328.1,16.939,17.05,,
T,51.53685,5.37973,12,328.1,16.967,27.54,,
T,51.53701,5.37957,11.9,328.1,16.988,20.98,,
T,51.53713,5.37945,12,328.1,17.003,15.73,,
T,51.53721,5.37937,12,328.1,17.014,10.49,,
T,51.53734,5.37924,11.9,328.1,17.031,17.05,,
T,51.5375,5.37907,12,326.5,17.052,21.35,,
T,51.53762,5.37896,11.9,330.3,17.068,15.38,,
T,51.53793,5.37864,11.9,327.3,17.109,41.02,,
T,51.5381,5.37847,11.8,328.1,17.131,22.29,,
T,51.53825,5.37832,11.3,328.1,17.151,19.67,,
T,51.53842,5.37815,11.5,328.1,17.173,22.29,,
T,51.53844,5.37813,11.5,328.1,17.176,2.62,,
T,51.53856,5.37801,11.3,328.1,17.191,15.73,,
T,51.53865,5.37792,11.4,328.1,17.203,11.8,,
T,51.5388,5.37777,11.3,328.1,17.223,19.67,,
T,51.53903,5.37754,11.9,328.1,17.253,30.16,,
T,51.53918,5.3774,12.3,329.9,17.272,19.31,,
T,51.53933,5.37724,14.4,326.4,17.292,20.04,,
T,51.53964,5.37692,12.3,327.3,17.333,41.02,,
T,51.53982,5.37674,11.6,328.1,17.357,23.6,,
T,51.53988,5.37669,11.4,332.6,17.364,7.52,,
T,51.54009,5.37648,11.5,328.1,17.392,27.53,,
T,51.54028,5.37628,11.4,326.8,17.417,25.29,,
T,51.54034,5.37622,11.5,328.1,17.425,7.87,,
T,51.54052,5.37604,11.3,328.1,17.449,23.6,,
T,51.5406,5.37597,11.4,331.4,17.459,10.14,,
T,51.54074,5.37582,11.4,326.3,17.478,18.73,,
T,51.54083,5.37574,11.3,331.1,17.489,11.45,,
T,51.54083,5.37573,11.4,270,17.49,0.69,,
T,51.54092,5.37564,11.5,328.1,17.502,11.8,,
T,51.54112,5.37544,11.4,328.1,17.528,26.22,,
T,51.54115,5.37541,11.5,328.1,17.532,3.93,,
T,51.54129,5.37528,11.4,330,17.55,18,,
T,51.54166,5.3749,11.4,327.4,17.599,48.88,,
T,51.54193,5.37463,11.3,328.1,17.634,35.4,,
T,51.54236,5.3742,11.4,328.1,17.69,56.38,,
T,51.54257,5.37399,11.5,328.1,17.718,27.53,,
T,51.54276,5.3738,11.3,328.1,17.743,24.91,,
T,51.54278,5.37378,11.4,328.1,17.745,2.62,,
T,51.54302,5.37354,11.3,328.1,17.777,31.47,,
T,51.54322,5.37334,11.4,328.1,17.803,26.22,,
T,51.54339,5.37317,11.4,328.1,17.825,22.29,,
T,51.54356,5.37299,11.3,326.6,17.848,22.66,,
T,51.54385,5.3727,11.3,328.1,17.886,38.02,,
T,51.54418,5.37237,11.4,328.1,17.929,43.27,,
T,51.54439,5.37217,11.2,329.4,17.957,27.17,,
T,51.54459,5.37197,11,328.1,17.983,26.22,,
T,51.54485,5.3717,11,327.1,18.017,34.46,,
T,51.54555,5.37099,11,327.8,18.109,92.15,,
T,51.54606,5.37049,11,328.6,18.176,66.5,,
T,51.54629,5.37026,11,328.1,18.206,30.16,,
T,51.54661,5.36994,11,328.1,18.248,41.96,,
T,51.54681,5.36974,11,328.1,18.274,26.22,,
T,51.54719,5.36936,10.4,328.1,18.324,49.82,,
